Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,-696,13440,0,10
2,掠奪者任務,0.999,9688,5024,5,0
3,掠奪者任務,0.998,-799,13440,0,13
4,掠奪者任務,0.997,2707,13504,2,9
5,掠奪者任務,0.996,7741,6768,5,8
6,掠奪者任務,0.995,7748,7312,5,8
7,掠奪者任務,0.994,-690,13536,0,12
8,掠奪者任務,0.993,9759,6400,5,8
9,掠奪者任務,0.992,9744,6208,5,6
10,掠奪者任務,0.991,-840,13440,0,14
11,掠奪者任務,0.990,7741,6912,6,7
12,掠奪者任務,0.989,8713,7008,5,4
13,掠奪者任務,0.988,2669,13440,0,5
14,掠奪者任務,0.987,1616,13456,2,11
15,掠奪者任務,0.986,-361,13536,0,10
16,掠奪者任務,0.985,2709,13504,3,10
17,掠奪者任務,0.984,7736,7024,5,6
18,掠奪者任務,0.983,-601,13456,0,10
19,掠奪者任務,0.982,1692,13440,2,10
20,掠奪者任務,0.981,8760,7728,6,9
21,掠奪者任務,0.980,9752,6640,5,7
22,掠奪者任務,0.979,7745,6880,5,7
23,掠奪者任務,0.978,-847,13504,0,15
24,掠奪者任務,0.977,-897,13488,0,16
25,掠奪者任務,0.976,2706,13504,4,10
26,掠奪者任務,0.975,-647,13488,0,16
27,掠奪者任務,0.974,553,13488,1,13
28,掠奪者任務,0.973,9745,6528,6,7
29,掠奪者任務,0.972,7720,6992,5,5
30,掠奪者任務,0.971,597,13440,1,12
31,掠奪者任務,0.970,2695,13536,3,8
32,掠奪者任務,0.969,2556,13472,3,13
33,掠奪者任務,0.968,-999,13440,0,18
34,掠奪者任務,0.968,-710,13456,0,8
35,掠奪者任務,0.967,-895,13472,0,16
36,掠奪者任務,0.966,10734,6496,5,5
37,掠奪者任務,0.965,7736,6752,5,6
38,掠奪者任務,0.964,-926,13520,0,17
39,掠奪者任務,0.963,7626,11040,6,12
40,掠奪者任務,0.962,7767,8320,5,10
41,掠奪者任務,0.961,8716,6832,5,6
42,掠奪者任務,0.960,-601,13488,0,16
43,掠奪者任務,0.959,8624,9648,5,10
44,掠奪者任務,0.958,-908,13440,0,17
45,掠奪者任務,0.957,-602,13488,0,15
46,掠奪者任務,0.956,9740,6608,5,6
47,掠奪者任務,0.955,7762,7216,5,9
48,掠奪者任務,0.954,-399,13536,0,12
49,掠奪者任務,0.953,-994,13504,0,17
50,掠奪者任務,0.952,-595,13504,0,10
51,掠奪者任務,0.951,7727,7312,5,6
52,掠奪者任務,0.950,-685,13536,0,12
53,掠奪者任務,0.949,7735,7536,5,7
54,掠奪者任務,0.948,9733,6288,5,5
55,掠奪者任務,0.947,3661,13440,4,11
56,掠奪者任務,0.946,9746,6400,5,6
57,掠奪者任務,0.946,7769,7472,5,10
58,掠奪者任務,0.945,-1053,13440,0,19
59,掠奪者任務,0.944,3609,13536,4,12
60,掠奪者任務,0.943,9730,6080,5,5
61,掠奪者任務,0.942,9737,6192,5,5
62,掠奪者任務,0.941,-893,13440,0,16
63,掠奪者任務,0.940,3674,13472,4,6
64,掠奪者任務,0.939,9726,5616,5,4
65,掠奪者任務,0.938,1476,13536,2,11
