Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,-0.9705,13440,0,17
2,掠奪者任務,0.995,-0.2913,13440,3,17
3,掠奪者任務,0.990,-0.9051,13440,1,20
4,掠奪者任務,0.985,0.9891,8928,5,8
5,掠奪者任務,0.980,-0.7163,13440,2,9
6,掠奪者任務,0.975,0.9894,8592,5,13
7,掠奪者任務,0.970,-0.9705,13440,0,19
8,掠奪者任務,0.966,0.2913,13440,4,9
9,掠奪者任務,0.961,-0.9705,13440,0,12
10,掠奪者任務,0.956,-0.9051,13440,1,14
11,掠奪者任務,0.951,0.9912,6432,5,4
12,掠奪者任務,0.946,0.9904,7504,5,6
13,掠奪者任務,0.942,-0.2913,13440,3,16
14,掠奪者任務,0.937,0.9886,9344,6,8
15,掠奪者任務,0.932,-0.7163,13440,2,14
16,掠奪者任務,0.928,-0.9705,13440,0,15
17,掠奪者任務,0.923,0.9902,7648,5,14
18,掠奪者任務,0.918,0.9912,6464,5,4
19,掠奪者任務,0.914,-0.9051,13440,1,20
20,掠奪者任務,0.909,-0.9705,13440,0,23
21,掠奪者任務,0.905,0.2913,13440,4,14
22,掠奪者任務,0.900,0.9916,6016,5,3
23,掠奪者任務,0.896,0.9894,8544,5,4
24,掠奪者任務,0.891,0.9881,9888,5,3
25,掠奪者任務,0.887,0.9900,7872,5,11
26,掠奪者任務,0.882,0.2913,13440,4,13
27,掠奪者任務,0.878,0.9841,13136,5,17
28,掠奪者任務,0.873,-0.9051,13440,1,17
29,掠奪者任務,0.869,0.9902,7696,5,10
30,掠奪者任務,0.865,-0.9051,13440,1,17
31,掠奪者任務,0.860,-0.2913,13440,3,19
32,掠奪者任務,0.856,0.9904,7456,5,5
33,掠奪者任務,0.852,0.9875,10400,5,15
34,掠奪者任務,0.848,0.9901,7808,5,4
35,掠奪者任務,0.843,0.2913,13440,4,14
36,掠奪者任務,0.839,-0.9705,13440,0,15
37,掠奪者任務,0.835,0.2913,13440,4,12
38,掠奪者任務,0.831,0.9853,12256,5,10
39,掠奪者任務,0.827,0.9885,9520,5,11
40,掠奪者任務,0.822,0.9891,8864,5,9
41,掠奪者任務,0.818,0.2913,13440,4,13
42,掠奪者任務,0.814,0.2913,13440,4,26
43,掠奪者任務,0.810,0.9915,6128,5,8
44,掠奪者任務,0.806,0.2913,13440,4,22
45,掠奪者任務,0.802,-0.7163,13440,2,13
46,掠奪者任務,0.798,0.2913,13440,4,14
47,掠奪者任務,0.794,-0.7163,13440,2,12
48,掠奪者任務,0.790,0.2913,13440,4,14
49,掠奪者任務,0.786,0.9841,13136,5,8
50,掠奪者任務,0.782,0.9900,7888,5,8
51,掠奪者任務,0.778,0.9910,6784,5,8
52,掠奪者任務,0.774,0.2913,13440,4,14
53,掠奪者任務,0.771,0.9878,10112,5,8
54,掠奪者任務,0.767,-0.9051,13440,1,17
55,掠奪者任務,0.763,0.9873,10592,5,6
56,掠奪者任務,0.759,0.9902,7632,5,7
57,掠奪者任務,0.755,0.9875,10432,5,13
58,掠奪者任務,0.751,-0.9051,13440,1,17
59,掠奪者任務,0.748,0.9909,6816,5,9
60,掠奪者任務,0.744,0.9887,9312,5,15
