Game_Loop,Minerals,Vespene,Workers,Ideal,Barracks,Action_ID,P_ID
16.0,50,0,12,0,0,14,80
32.0,50,0,12,0,0,14,82
48.0,0,0,12,0,0,14,24
64.0,0,0,12,0,0,45,69
80.0,0,0,12,0,0,44,1
96.0,0,0,12,0,0,45,37
112.0,0,0,12,0,0,44,9
128.0,5,0,12,0,0,45,81
144.0,10,0,12,0,0,44,3
160.0,30,0,12,0,0,45,1
176.0,45,0,12,0,0,44,100
192.0,50,0,12,0,0,45,39
208.0,5,0,12,0,0,14,91
224.0,10,0,12,0,0,45,76
240.0,15,0,12,0,0,44,62
256.0,15,0,12,0,0,45,94
272.0,30,0,12,0,0,44,5
288.0,45,0,12,0,0,45,96
304.0,55,0,13,0,0,44,12
320.0,65,0,13,0,0,45,2
336.0,20,0,13,0,0,14,80
352.0,20,0,13,0,0,45,36
368.0,25,0,13,0,0,44,20
384.0,35,0,13,0,0,45,66
400.0,55,0,13,0,0,44,89
416.0,10,0,13,0,0,14,52
432.0,20,0,13,0,0,45,8
448.0,30,0,13,0,0,44,83
464.0,30,0,13,0,0,45,78
480.0,45,0,13,0,0,44,43
496.0,50,0,13,0,0,45,64
512.0,5,0,13,0,0,14,74
528.0,20,0,13,0,0,45,42
544.0,30,0,13,0,0,44,71
560.0,40,0,13,0,0,45,79
576.0,45,0,14,0,0,44,13
592.0,55,0,14,0,0,45,72
608.0,65,0,14,0,0,44,14
624.0,65,0,14,0,0,45,1
640.0,80,0,14,0,0,44,63
656.0,90,0,14,0,0,11,52
672.0,25,0,14,0,0,45,31
688.0,30,0,14,0,0,44,62
704.0,45,0,14,0,0,45,8
720.0,55,0,14,0,0,42,38
736.0,55,0,14,0,0,42,35
752.0,65,0,14,0,0,45,13
768.0,75,0,14,0,0,42,27
784.0,80,0,14,0,0,42,93
800.0,95,0,14,0,0,45,65
816.0,95,0,14,0,0,44,41
832.0,100,0,14,0,0,45,37
848.0,110,0,15,0,0,1,19
864.0,15,0,15,0,0,45,82
