Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,0.8434,5984,5,0
2,掠奪者任務,0.995,0.8059,7216,5,0
3,掠奪者任務,0.990,0.7939,7824,5,0
4,掠奪者任務,0.985,0.8435,5936,5,0
5,掠奪者任務,0.980,0.8361,6112,5,0
6,掠奪者任務,0.975,0.8040,7168,5,0
7,掠奪者任務,0.970,0.8488,5632,5,0
8,掠奪者任務,0.966,0.8063,7312,5,0
9,掠奪者任務,0.961,0.8078,7200,5,0
10,掠奪者任務,0.956,0.8431,5952,5,0
11,掠奪者任務,0.951,0.8325,6384,5,0
12,掠奪者任務,0.946,0.8169,7040,5,0
13,掠奪者任務,0.942,0.8466,5664,5,0
14,掠奪者任務,0.937,0.7849,8048,5,0
15,掠奪者任務,0.932,0.8224,6816,5,0
16,掠奪者任務,0.928,0.7553,9104,5,0
17,掠奪者任務,0.923,0.8189,6816,5,0
18,掠奪者任務,0.918,0.8309,6480,5,0
19,掠奪者任務,0.914,0.8296,6448,5,0
20,掠奪者任務,0.909,0.8322,6464,5,0
21,掠奪者任務,0.905,0.8368,6080,5,0
22,掠奪者任務,0.900,0.7994,7440,5,0
23,掠奪者任務,0.896,0.8460,5936,5,0
24,掠奪者任務,0.891,0.8031,7408,5,0
25,掠奪者任務,0.887,0.8296,6400,5,0
26,掠奪者任務,0.882,0.8236,6960,5,0
27,掠奪者任務,0.878,0.8389,5984,5,0
28,掠奪者任務,0.873,0.8324,6368,5,0
29,掠奪者任務,0.869,0.8351,6000,5,0
30,掠奪者任務,0.865,0.8396,6064,5,0
31,掠奪者任務,0.860,0.7835,8400,5,0
32,掠奪者任務,0.856,0.7781,8080,5,0
33,掠奪者任務,0.852,0.8185,6720,5,0
34,掠奪者任務,0.848,0.8096,7296,5,0
35,掠奪者任務,0.843,0.8383,5856,5,0
36,掠奪者任務,0.839,0.7964,7936,5,0
37,掠奪者任務,0.835,0.7948,7760,5,0
38,掠奪者任務,0.831,0.7994,7328,5,0
39,掠奪者任務,0.827,0.8458,5744,5,0
40,掠奪者任務,0.822,0.8504,5696,5,0
41,掠奪者任務,0.818,0.8399,5920,5,0
42,掠奪者任務,0.814,0.8287,6352,5,0
43,掠奪者任務,0.810,0.8191,6960,5,0
44,掠奪者任務,0.806,0.7825,8176,5,0
45,掠奪者任務,0.802,0.8351,6336,5,0
46,掠奪者任務,0.798,-0.8080,193,0,0
