Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,0.7571,9472,5,0
2,掠奪者任務,0.995,0.8156,7008,5,0
3,掠奪者任務,0.990,0.8023,7424,5,0
4,掠奪者任務,0.985,0.8300,6496,5,0
5,掠奪者任務,0.980,0.8116,6960,5,0
6,掠奪者任務,0.975,0.8138,7088,5,0
7,掠奪者任務,0.970,0.8508,5632,5,0
8,掠奪者任務,0.966,0.8269,6592,5,0
9,掠奪者任務,0.961,0.7945,8064,5,0
10,掠奪者任務,0.956,0.8333,6528,5,0
11,掠奪者任務,0.951,0.8309,5920,5,0
12,掠奪者任務,0.946,0.8013,7424,5,0
13,掠奪者任務,0.942,-0.6260,13440,0,0
14,掠奪者任務,0.937,0.8134,7216,5,0
15,掠奪者任務,0.932,0.7323,10784,5,0
16,掠奪者任務,0.928,0.8071,7344,5,0
17,掠奪者任務,0.923,0.8412,5904,5,0
18,掠奪者任務,0.918,0.8250,6720,5,0
19,掠奪者任務,0.914,0.8240,6832,5,0
20,掠奪者任務,0.909,0.8271,6336,5,0
21,掠奪者任務,0.905,0.8494,5696,5,0
22,掠奪者任務,0.900,0.8167,6352,5,0
23,掠奪者任務,0.896,-0.5980,13440,0,0
24,掠奪者任務,0.891,0.8350,6272,5,0
25,掠奪者任務,0.887,0.8306,6512,5,0
26,掠奪者任務,0.882,0.7048,11568,5,0
27,掠奪者任務,0.878,0.7990,7616,5,0
28,掠奪者任務,0.873,0.8099,7152,5,0
29,掠奪者任務,0.869,0.8006,7456,5,0
30,掠奪者任務,0.865,0.8302,6464,5,0
31,掠奪者任務,0.860,0.8264,5584,5,0
32,掠奪者任務,0.856,0.8420,5712,5,0
33,掠奪者任務,0.852,0.8351,6064,5,0
34,掠奪者任務,0.848,0.8371,6000,5,0
35,掠奪者任務,0.843,0.8378,6192,5,0
36,掠奪者任務,0.839,0.8131,7344,5,0
37,掠奪者任務,0.835,0.8287,6464,5,0
38,掠奪者任務,0.831,0.8219,6768,5,0
39,掠奪者任務,0.827,0.8102,7360,5,0
40,掠奪者任務,0.822,0.8238,6752,5,0
41,掠奪者任務,0.818,0.8254,6768,5,0
42,掠奪者任務,0.814,0.8314,6544,5,0
43,掠奪者任務,0.810,0.8237,6800,5,0
44,掠奪者任務,0.806,0.8125,7168,5,0
45,掠奪者任務,0.802,0.8116,6784,5,0
46,掠奪者任務,0.798,0.8039,7664,5,0
47,掠奪者任務,0.794,0.7915,7952,5,0
48,掠奪者任務,0.790,0.8140,7056,5,0
49,掠奪者任務,0.786,0.7840,8176,5,0
