Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,2141,13440,2,34
2,掠奪者任務,0.995,1778,13440,3,26
3,掠奪者任務,0.990,6341,8416,5,16
4,掠奪者任務,0.985,6571,9456,5,20
5,掠奪者任務,0.980,6100,7184,5,10
6,掠奪者任務,0.975,7113,12368,5,32
7,掠奪者任務,0.970,1500,13440,1,30
8,掠奪者任務,0.966,2405,13440,3,28
9,掠奪者任務,0.961,6265,9440,5,14
10,掠奪者任務,0.956,1181,13440,0,40
11,掠奪者任務,0.951,5859,7248,5,5
12,掠奪者任務,0.946,6416,9984,5,16
13,掠奪者任務,0.942,6868,9280,5,16
14,掠奪者任務,0.937,5952,8384,5,7
15,掠奪者任務,0.932,1476,13440,0,46
16,掠奪者任務,0.928,675,13440,0,31
17,掠奪者任務,0.923,6158,10224,5,12
18,掠奪者任務,0.918,1073,13440,0,38
19,掠奪者任務,0.914,1077,13440,0,32
20,掠奪者任務,0.909,1233,13440,0,41
21,掠奪者任務,0.905,1391,13440,0,38
22,掠奪者任務,0.900,7108,10032,5,21
23,掠奪者任務,0.896,-671,13440,0,0
24,掠奪者任務,0.891,1291,13440,0,42
25,掠奪者任務,0.887,2058,13440,2,32
26,掠奪者任務,0.882,6656,12736,5,23
27,掠奪者任務,0.878,6811,10640,5,26
28,掠奪者任務,0.873,1186,13440,0,40
29,掠奪者任務,0.869,7927,6400,5,6
30,掠奪者任務,0.865,5887,7952,5,6
31,掠奪者任務,0.860,6460,10016,5,18
32,掠奪者任務,0.856,2696,13440,3,34
33,掠奪者任務,0.852,690,13440,0,24
34,掠奪者任務,0.848,1632,13440,0,43
35,掠奪者任務,0.843,1411,13440,0,38
36,掠奪者任務,0.839,6818,12336,5,26
37,掠奪者任務,0.835,6484,8640,5,18
38,掠奪者任務,0.831,6426,9504,5,17
39,掠奪者任務,0.827,1134,13440,0,41
40,掠奪者任務,0.822,1699,13440,2,23
41,掠奪者任務,0.818,6387,13216,5,18
42,掠奪者任務,0.814,842,13440,0,34
43,掠奪者任務,0.810,6217,7392,6,2
44,掠奪者任務,0.806,1316,13440,0,37
45,掠奪者任務,0.802,1268,13440,0,34
46,掠奪者任務,0.798,7888,6432,5,7
47,掠奪者任務,0.794,7085,11824,5,32
48,掠奪者任務,0.790,6907,9824,5,16
49,掠奪者任務,0.786,1003,13440,0,36
50,掠奪者任務,0.782,7041,13264,5,23
51,掠奪者任務,0.778,6009,8192,5,8
52,掠奪者任務,0.774,1205,13440,0,34
53,掠奪者任務,0.771,1336,13440,0,43
54,掠奪者任務,0.767,6444,11888,5,24
55,掠奪者任務,0.763,6606,8304,6,10
56,掠奪者任務,0.759,6332,12048,5,16
57,掠奪者任務,0.755,1609,13440,1,32
58,掠奪者任務,0.751,2291,13440,3,26
59,掠奪者任務,0.748,1077,13440,0,38
60,掠奪者任務,0.744,6274,7744,5,13
61,掠奪者任務,0.740,1978,13440,1,39
62,掠奪者任務,0.737,6111,8384,5,10
63,掠奪者任務,0.733,6309,10288,5,13
64,掠奪者任務,0.729,5582,7376,5,9
65,掠奪者任務,0.726,1234,13440,0,37
66,掠奪者任務,0.722,6919,12688,5,28
67,掠奪者任務,0.718,885,13440,0,36
68,掠奪者任務,0.715,6271,8336,5,13
69,掠奪者任務,0.711,6680,9952,5,22
70,掠奪者任務,0.708,2045,13440,1,31
71,掠奪者任務,0.704,7129,11440,5,22
72,掠奪者任務,0.701,1480,13440,1,30
73,掠奪者任務,0.697,954,13440,0,37
74,掠奪者任務,0.694,6418,7760,5,6
75,掠奪者任務,0.690,6766,9952,5,16
76,掠奪者任務,0.687,6332,7584,5,14
77,掠奪者任務,0.683,6246,8096,5,13
78,掠奪者任務,0.680,6078,7616,5,9
79,掠奪者任務,0.676,497,13440,0,26
80,掠奪者任務,0.673,2146,13440,2,33
81,掠奪者任務,0.670,1897,13440,2,29
82,掠奪者任務,0.666,1752,13440,1,36
83,掠奪者任務,0.663,836,13440,0,33
84,掠奪者任務,0.660,1619,13440,1,33
85,掠奪者任務,0.656,1239,13440,1,26
86,掠奪者任務,0.653,6801,10128,5,14
87,掠奪者任務,0.650,1460,13440,2,19
88,掠奪者任務,0.647,405,13440,0,25
89,掠奪者任務,0.643,998,13440,0,23
90,掠奪者任務,0.640,921,13440,0,18
91,掠奪者任務,0.637,1101,13440,0,32
92,掠奪者任務,0.634,1307,13440,1,28
93,掠奪者任務,0.631,8052,6560,5,8
94,掠奪者任務,0.627,7761,6160,5,2
95,掠奪者任務,0.624,7922,6560,5,6
96,掠奪者任務,0.621,5685,8512,5,2
97,掠奪者任務,0.618,6192,9088,5,13
98,掠奪者任務,0.615,458,13440,0,19
99,掠奪者任務,0.612,6069,6880,5,9
100,掠奪者任務,0.609,6244,9296,5,13
101,掠奪者任務,0.606,7796,6432,5,2
102,掠奪者任務,0.603,6582,12960,5,22
103,掠奪者任務,0.600,335,13440,0,25
104,掠奪者任務,0.597,5853,7312,5,5
105,掠奪者任務,0.594,1029,13440,0,37
106,掠奪者任務,0.591,6108,7680,5,10
107,掠奪者任務,0.588,774,13440,0,28
108,掠奪者任務,0.585,603,13440,1,12
109,掠奪者任務,0.582,6048,8784,5,9
110,掠奪者任務,0.579,5838,6896,5,4
111,掠奪者任務,0.576,6055,8704,5,9
112,掠奪者任務,0.573,5779,8736,5,4
113,掠奪者任務,0.570,7012,10352,5,18
114,掠奪者任務,0.568,159,13440,0,13
115,掠奪者任務,0.565,6085,9792,5,10
116,掠奪者任務,0.562,6084,8704,5,10
117,掠奪者任務,0.559,1522,13440,1,23
118,掠奪者任務,0.556,6672,11648,5,21
119,掠奪者任務,0.554,5928,8800,5,6
120,掠奪者任務,0.551,6888,10080,5,16
121,掠奪者任務,0.548,5877,7216,5,5
122,掠奪者任務,0.545,6381,12720,5,17
123,掠奪者任務,0.543,5981,8560,5,7
124,掠奪者任務,0.540,6022,7680,5,8
125,掠奪者任務,0.537,7718,6192,5,2
126,掠奪者任務,0.534,6369,8304,5,4
127,掠奪者任務,0.532,6152,9360,5,10
128,掠奪者任務,0.529,5811,6976,5,4
129,掠奪者任務,0.526,6331,11360,5,14
130,掠奪者任務,0.524,1217,13440,0,46
131,掠奪者任務,0.521,6481,6880,5,7
132,掠奪者任務,0.519,7737,5728,5,2
133,掠奪者任務,0.516,1892,13440,4,19
134,掠奪者任務,0.513,1033,13440,0,32
135,掠奪者任務,0.511,6505,10944,5,22
136,掠奪者任務,0.508,6566,12192,5,21
137,掠奪者任務,0.506,5871,9728,5,7
138,掠奪者任務,0.503,5890,8944,5,6
139,掠奪者任務,0.501,7230,10624,5,20
140,掠奪者任務,0.498,6160,10272,5,10
141,掠奪者任務,0.496,7587,12240,6,31
142,掠奪者任務,0.493,904,13440,0,15
143,掠奪者任務,0.491,656,13440,0,29
144,掠奪者任務,0.488,7814,13088,5,36
145,掠奪者任務,0.486,6015,8048,5,9
146,掠奪者任務,0.483,1827,13440,2,26
147,掠奪者任務,0.481,777,13440,0,32
148,掠奪者任務,0.479,6305,8752,6,14
149,掠奪者任務,0.476,804,13440,1,17
150,掠奪者任務,0.474,6077,7472,5,11
151,掠奪者任務,0.471,6216,9920,5,13
152,掠奪者任務,0.469,7783,6560,6,3
153,掠奪者任務,0.467,6398,9664,5,7
154,掠奪者任務,0.464,2069,13440,3,22
155,掠奪者任務,0.462,438,13440,0,18
156,掠奪者任務,0.460,1420,13440,0,49
157,掠奪者任務,0.458,2950,13440,4,29
158,掠奪者任務,0.455,7894,6016,6,5
159,掠奪者任務,0.453,5925,8656,5,6
160,掠奪者任務,0.451,-148,13440,0,5
161,掠奪者任務,0.448,5904,7008,5,5
162,掠奪者任務,0.446,1417,13440,0,44
163,掠奪者任務,0.444,504,13440,0,26
164,掠奪者任務,0.442,2530,13440,4,31
165,掠奪者任務,0.440,6184,10112,5,11
166,掠奪者任務,0.437,747,13440,1,13
167,掠奪者任務,0.435,6154,8192,5,11
168,掠奪者任務,0.433,6073,8016,5,10
169,掠奪者任務,0.431,5859,7824,5,6
170,掠奪者任務,0.429,5713,8288,5,3
171,掠奪者任務,0.427,2628,13440,4,21
172,掠奪者任務,0.424,6083,10000,5,11
173,掠奪者任務,0.422,6663,11456,5,22
174,掠奪者任務,0.420,6548,12240,5,20
175,掠奪者任務,0.418,6025,6880,5,8
176,掠奪者任務,0.416,6333,7984,5,14
177,掠奪者任務,0.414,6096,9936,5,13
178,掠奪者任務,0.412,7703,5680,5,1
179,掠奪者任務,0.410,6368,6864,6,5
180,掠奪者任務,0.408,5861,10416,5,14
181,掠奪者任務,0.406,872,13440,0,27
182,掠奪者任務,0.404,7570,13184,6,30
183,掠奪者任務,0.402,6651,12160,6,13
184,掠奪者任務,0.400,384,13440,0,23
185,掠奪者任務,0.398,6540,12592,5,23
186,掠奪者任務,0.396,7650,6368,5,0
187,掠奪者任務,0.394,1146,13440,1,22
188,掠奪者任務,0.392,6790,12416,5,25
189,掠奪者任務,0.390,1659,13440,1,33
190,掠奪者任務,0.388,709,13440,0,31
191,掠奪者任務,0.386,5855,10704,5,4
192,掠奪者任務,0.384,956,13440,0,30
193,掠奪者任務,0.382,939,13440,0,27
194,掠奪者任務,0.380,6295,8544,5,13
195,掠奪者任務,0.378,7118,10368,5,22
196,掠奪者任務,0.376,2166,13440,2,34
197,掠奪者任務,0.374,5627,9520,5,1
198,掠奪者任務,0.373,6371,9744,5,6
199,掠奪者任務,0.371,7778,5904,5,2
200,掠奪者任務,0.369,7460,11936,6,28
201,掠奪者任務,0.367,333,13440,0,23
202,掠奪者任務,0.365,2361,13440,4,17
203,掠奪者任務,0.363,7762,5968,5,2
204,掠奪者任務,0.361,6558,11024,5,19
205,掠奪者任務,0.360,875,13440,1,19
206,掠奪者任務,0.358,433,13440,0,22
207,掠奪者任務,0.356,1092,13440,0,38
208,掠奪者任務,0.354,5859,9504,8,7
209,掠奪者任務,0.353,6168,8384,5,11
210,掠奪者任務,0.351,7765,6576,5,2
211,掠奪者任務,0.349,623,13440,1,13
212,掠奪者任務,0.347,6687,8112,5,10
213,掠奪者任務,0.346,6335,8480,5,14
214,掠奪者任務,0.344,6090,8368,5,11
215,掠奪者任務,0.342,2495,13440,4,31
216,掠奪者任務,0.340,5827,7024,5,3
217,掠奪者任務,0.339,938,13440,0,36
218,掠奪者任務,0.337,1416,13440,2,18
219,掠奪者任務,0.335,7803,6288,5,3
220,掠奪者任務,0.334,1217,13440,2,14
221,掠奪者任務,0.332,5769,7296,5,3
222,掠奪者任務,0.330,668,13440,0,21
223,掠奪者任務,0.329,7773,6512,5,2
224,掠奪者任務,0.327,1135,13440,1,21
225,掠奪者任務,0.325,7239,12448,6,25
226,掠奪者任務,0.324,6435,10848,5,18
227,掠奪者任務,0.322,1615,13440,0,42
228,掠奪者任務,0.321,270,13440,0,23
229,掠奪者任務,0.319,1308,13440,1,25
230,掠奪者任務,0.317,413,13440,0,24
231,掠奪者任務,0.316,1941,13440,2,26
232,掠奪者任務,0.314,1564,13440,2,20
233,掠奪者任務,0.313,1830,13440,2,27
234,掠奪者任務,0.311,960,13440,0,29
235,掠奪者任務,0.309,-721,13440,0,0
236,掠奪者任務,0.308,5843,8240,5,4
237,掠奪者任務,0.306,5793,10416,5,5
238,掠奪者任務,0.305,7777,5136,5,2
239,掠奪者任務,0.303,6846,11312,5,26
240,掠奪者任務,0.302,5866,8192,5,5
241,掠奪者任務,0.300,5296,8064,5,3
242,掠奪者任務,0.299,8232,5952,5,2
243,掠奪者任務,0.297,5633,6992,5,0
244,掠奪者任務,0.296,6166,9888,5,11
245,掠奪者任務,0.294,5943,7648,5,6
246,掠奪者任務,0.293,1626,13440,0,48
247,掠奪者任務,0.291,5727,10080,5,12
248,掠奪者任務,0.290,544,13440,0,28
249,掠奪者任務,0.288,7748,6448,5,2
250,掠奪者任務,0.287,1155,13440,0,38
251,掠奪者任務,0.286,850,13440,0,28
252,掠奪者任務,0.284,7658,5360,5,0
253,掠奪者任務,0.283,704,13440,0,29
254,掠奪者任務,0.281,6816,10016,5,15
255,掠奪者任務,0.280,5864,6912,5,3
256,掠奪者任務,0.279,6090,7632,5,9
257,掠奪者任務,0.277,5684,7440,5,1
258,掠奪者任務,0.276,492,13440,0,26
259,掠奪者任務,0.274,965,13440,1,7
260,掠奪者任務,0.273,885,13440,0,11
261,掠奪者任務,0.272,-1012,13440,0,0
262,掠奪者任務,0.270,6271,6752,5,1
263,掠奪者任務,0.269,312,13440,0,17
264,掠奪者任務,0.268,1007,13440,0,18
265,掠奪者任務,0.266,852,13440,0,32
266,掠奪者任務,0.265,-243,13440,0,2
267,掠奪者任務,0.264,5676,7904,5,1
268,掠奪者任務,0.262,5678,12528,6,3
269,掠奪者任務,0.261,600,13440,0,22
270,掠奪者任務,0.260,1110,13440,2,10
271,掠奪者任務,0.258,2644,13440,4,22
272,掠奪者任務,0.257,711,13440,0,30
273,掠奪者任務,0.256,2275,13440,3,25
274,掠奪者任務,0.255,566,13440,0,27
275,掠奪者任務,0.253,7157,12736,5,32
276,掠奪者任務,0.252,6873,13392,5,17
277,掠奪者任務,0.251,5992,9248,5,8
278,掠奪者任務,0.249,1229,13440,1,25
279,掠奪者任務,0.248,162,13440,0,19
280,掠奪者任務,0.247,1646,13440,3,12
281,掠奪者任務,0.246,1100,13440,1,12
282,掠奪者任務,0.245,1941,13440,2,28
