Game_Loop,Minerals,Vespene,Workers,Ideal,Barracks,Action_ID,P_ID
16.0,50,0,12,0,0,14,15
32.0,50,0,12,0,0,14,55
48.0,50,0,12,0,0,14,32
64.0,50,0,12,0,0,45,2
80.0,0,0,12,0,0,14,15
96.0,0,0,12,0,0,45,15
112.0,0,0,12,0,0,44,15
128.0,5,0,12,0,0,45,97
144.0,10,0,12,0,0,44,15
160.0,30,0,12,0,0,45,62
176.0,45,0,12,0,0,44,50
192.0,50,0,12,0,0,45,10
208.0,5,0,12,0,0,14,10
224.0,10,0,12,0,0,45,15
240.0,15,0,12,0,0,44,3
256.0,15,0,12,0,0,45,15
272.0,30,0,12,0,0,44,77
288.0,45,0,12,0,0,45,15
304.0,55,0,12,0,0,44,15
320.0,15,0,12,0,0,14,83
336.0,20,0,13,0,0,45,21
352.0,20,0,13,0,0,44,65
368.0,25,0,13,0,0,45,15
384.0,35,0,13,0,0,44,15
400.0,55,0,13,0,0,45,15
416.0,10,0,13,0,0,14,15
432.0,20,0,13,0,0,45,52
448.0,30,0,13,0,0,44,15
464.0,30,0,13,0,0,45,15
480.0,40,0,13,0,0,44,15
496.0,50,0,13,0,0,45,67
512.0,5,0,13,0,0,14,54
528.0,15,0,13,0,0,45,54
544.0,30,0,13,0,0,44,27
560.0,40,0,13,0,0,45,2
576.0,40,0,13,0,0,44,25
592.0,55,0,13,0,0,45,15
608.0,10,0,14,0,0,14,100
624.0,10,0,14,0,0,45,4
640.0,30,0,14,0,0,44,72
656.0,40,0,14,0,0,45,92
672.0,45,0,14,0,0,44,51
688.0,55,0,14,0,0,45,15
704.0,65,0,14,0,0,44,72
720.0,65,0,14,0,0,45,15
736.0,75,0,14,0,0,44,46
752.0,85,0,14,0,0,11,35
768.0,20,0,14,0,0,11,37
784.0,25,0,14,0,0,45,12
800.0,45,0,14,0,0,44,7
816.0,50,0,14,0,0,45,87
832.0,50,0,14,0,0,42,15
848.0,60,0,14,0,0,42,6
864.0,70,0,14,0,0,45,91
880.0,70,0,15,0,0,42,26
896.0,85,0,15,0,0,42,15
912.0,100,0,15,0,0,42,15
928.0,5,0,15,0,0,1,15
944.0,5,0,15,0,0,45,15
960.0,15,0,15,0,0,44,15
976.0,15,0,15,0,0,45,15
992.0,25,0,15,0,0,44,15
1008.0,40,0,15,0,0,45,4
1024.0,50,0,15,0,0,44,15
1040.0,55,0,15,0,0,45,15
1056.0,60,0,15,0,0,44,13
1072.0,65,0,15,0,0,45,15
1088.0,70,0,15,0,0,44,15
1104.0,80,0,15,0,0,45,15
1120.0,95,0,15,0,0,44,25
1136.0,110,0,15,0,0,45,10
1152.0,115,0,15,0,0,1,1
1168.0,20,0,15,0,0,45,24
1184.0,25,0,15,0,0,44,15
1200.0,30,0,15,0,0,45,15
1216.0,35,0,15,0,0,44,15
1232.0,45,0,15,0,0,45,38
1248.0,45,0,15,0,0,44,79
1264.0,65,0,15,0,0,45,15
1280.0,75,0,15,0,0,44,50
1296.0,80,0,15,0,0,45,8
1312.0,80,0,15,0,0,44,50
1328.0,90,0,15,0,0,45,49
1344.0,100,0,15,0,0,44,15
1360.0,100,4,15,0,0,1,15
1376.0,115,4,15,0,0,1,35
1392.0,130,4,15,0,0,45,29
1408.0,130,8,15,0,0,1,28
1424.0,135,8,15,0,0,1,15
1440.0,145,8,15,0,0,1,32
1456.0,145,12,15,0,0,45,91
1472.0,155,12,15,0,0,1,15
1488.0,160,16,15,0,0,2,15
1504.0,170,16,15,0,0,2,15
1520.0,185,16,15,0,0,2,15
1536.0,190,20,15,0,0,14,15
1552.0,195,20,15,0,0,2,15
1568.0,200,20,15,0,0,45,86
1584.0,210,24,15,0,0,14,26
1600.0,215,24,15,0,0,2,15
1616.0,220,28,15,0,0,14,40
1632.0,240,28,15,0,0,2,15
1648.0,245,28,15,0,0,1,45
1664.0,95,32,15,0,0,2,6
1680.0,100,32,15,0,0,41,10
1696.0,115,32,15,0,0,14,15
1712.0,115,36,15,0,0,14,15
1728.0,115,36,15,0,0,14,85
1744.0,85,36,16,0,0,14,15
1760.0,90,40,16,0,1,45,77
1776.0,45,40,16,0,1,14,80
1792.0,50,44,16,0,1,45,25
1808.0,10,44,16,0,1,14,15
1824.0,15,44,16,0,1,41,15
1840.0,20,48,16,0,1,45,11
1856.0,25,48,16,0,1,44,15
1872.0,35,48,16,0,1,45,80
