Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,0.9892,8752,6,10
2,掠奪者任務,0.995,-0.7163,13440,2,11
3,掠奪者任務,0.990,0.9844,12928,5,17
4,掠奪者任務,0.985,-0.2913,13440,3,11
5,掠奪者任務,0.980,-0.9705,13440,0,16
6,掠奪者任務,0.975,0.2913,13440,4,22
7,掠奪者任務,0.970,-0.9705,13440,0,11
8,掠奪者任務,0.966,0.9849,12560,5,17
9,掠奪者任務,0.961,-0.9705,13440,0,5
10,掠奪者任務,0.956,-0.9051,13440,1,14
11,掠奪者任務,0.951,-0.7163,13440,2,27
12,掠奪者任務,0.946,0.9858,11856,5,15
13,掠奪者任務,0.942,-0.9705,13440,0,20
14,掠奪者任務,0.937,-0.7163,13440,2,5
15,掠奪者任務,0.932,-0.9705,13440,0,20
16,掠奪者任務,0.928,0.9855,12128,5,32
17,掠奪者任務,0.923,0.9885,9504,6,13
18,掠奪者任務,0.918,0.2913,13440,4,19
19,掠奪者任務,0.914,0.9851,12384,5,10
20,掠奪者任務,0.909,0.9849,12528,5,15
21,掠奪者任務,0.905,-0.7163,13440,2,20
22,掠奪者任務,0.900,-0.7163,13440,2,13
23,掠奪者任務,0.896,-0.9705,13440,0,20
24,掠奪者任務,0.891,-0.9705,13440,0,14
25,掠奪者任務,0.887,0.9840,13248,5,21
26,掠奪者任務,0.882,-0.9705,13440,0,20
27,掠奪者任務,0.878,-0.9705,13440,0,6
28,掠奪者任務,0.873,0.9861,11664,5,18
29,掠奪者任務,0.869,0.2913,13440,4,6
30,掠奪者任務,0.865,0.2913,13440,4,14
31,掠奪者任務,0.860,0.2913,13440,4,15
32,掠奪者任務,0.856,-0.9705,13440,0,12
33,掠奪者任務,0.852,-0.9705,13440,0,17
34,掠奪者任務,0.848,-0.9705,13440,0,3
35,掠奪者任務,0.843,0.9870,10896,6,18
36,掠奪者任務,0.839,-0.9051,13440,1,1
37,掠奪者任務,0.835,-0.2913,13440,3,21
38,掠奪者任務,0.831,0.9883,9648,6,10
39,掠奪者任務,0.827,0.9838,13376,5,28
40,掠奪者任務,0.822,0.9875,10448,5,15
41,掠奪者任務,0.818,-0.2913,13440,3,7
42,掠奪者任務,0.814,-0.9705,13440,0,7
43,掠奪者任務,0.810,0.9861,11600,5,14
44,掠奪者任務,0.806,-0.9705,13440,0,8
45,掠奪者任務,0.802,-0.9705,13440,0,34
46,掠奪者任務,0.798,0.9838,13344,5,25
47,掠奪者任務,0.794,0.9873,10592,5,7
48,掠奪者任務,0.790,0.9897,8288,5,10
49,掠奪者任務,0.786,0.9849,12576,5,24
50,掠奪者任務,0.782,0.9877,10272,5,14
51,掠奪者任務,0.778,-0.9705,13440,0,2
52,掠奪者任務,0.774,-0.9705,13440,0,9
53,掠奪者任務,0.771,-0.7163,13440,2,19
54,掠奪者任務,0.767,-0.2913,13440,3,13
55,掠奪者任務,0.763,-0.2913,13440,3,14
56,掠奪者任務,0.759,0.9895,8432,5,9
57,掠奪者任務,0.755,0.9899,8064,5,14
58,掠奪者任務,0.751,-0.9705,13440,0,15
59,掠奪者任務,0.748,0.9887,9264,5,10
60,掠奪者任務,0.744,0.9900,7872,6,10
61,掠奪者任務,0.740,-0.9705,13440,0,5
62,掠奪者任務,0.737,0.2913,13440,4,28
63,掠奪者任務,0.733,-0.7163,13440,2,20
64,掠奪者任務,0.729,-0.7163,13440,2,20
65,掠奪者任務,0.726,0.9877,10288,5,14
66,掠奪者任務,0.722,-0.9705,13440,0,20
67,掠奪者任務,0.718,0.9888,9168,5,8
68,掠奪者任務,0.715,0.9842,13040,5,20
69,掠奪者任務,0.711,-0.2913,13440,3,25
70,掠奪者任務,0.708,0.2913,13440,4,17
71,掠奪者任務,0.704,0.9887,9248,5,8
72,掠奪者任務,0.701,-0.9705,13440,0,19
73,掠奪者任務,0.697,0.9882,9744,5,11
74,掠奪者任務,0.694,0.9915,6128,5,3
75,掠奪者任務,0.690,0.9873,10576,6,16
76,掠奪者任務,0.687,0.9887,9296,5,11
77,掠奪者任務,0.683,0.9849,12528,5,9
78,掠奪者任務,0.680,0.9892,8768,5,11
79,掠奪者任務,0.676,0.9879,10080,5,10
80,掠奪者任務,0.673,-0.9705,13440,0,6
81,掠奪者任務,0.670,-0.9051,13440,1,19
82,掠奪者任務,0.666,-0.7163,13440,2,24
83,掠奪者任務,0.663,0.9877,10256,5,12
84,掠奪者任務,0.660,-0.2913,13440,3,14
85,掠奪者任務,0.656,-0.9051,13440,1,14
86,掠奪者任務,0.653,0.2913,13440,4,22
