Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
133,掠奪者任務,0.265,7732,7296,5,6
134,掠奪者任務,0.263,7687,12128,5,6
135,掠奪者任務,0.260,-806,13488,0,20
136,掠奪者任務,0.257,-761,13536,0,12
137,掠奪者任務,0.255,9705,6592,5,3
138,掠奪者任務,0.252,7731,8304,5,8
139,掠奪者任務,0.250,1652,13456,2,10
140,掠奪者任務,0.247,1652,13536,2,11
141,掠奪者任務,0.245,2616,13520,3,10
142,掠奪者任務,0.242,7748,6832,5,5
143,掠奪者任務,0.240,9696,5120,5,1
144,掠奪者任務,0.238,-392,13504,0,11
145,掠奪者任務,0.235,9719,6048,5,2
146,掠奪者任務,0.233,8748,7808,6,6
147,掠奪者任務,0.231,-463,13440,0,13
148,掠奪者任務,0.228,9723,4640,5,3
149,掠奪者任務,0.226,-749,13456,0,11
150,掠奪者任務,0.224,7719,6736,5,3
151,掠奪者任務,0.221,9700,6448,5,1
152,掠奪者任務,0.219,2580,13440,4,6
153,掠奪者任務,0.217,717,13440,1,9
154,掠奪者任務,0.215,7765,6976,5,8
155,掠奪者任務,0.213,7774,7760,5,10
156,掠奪者任務,0.211,599,13536,1,12
157,掠奪者任務,0.208,8728,7616,5,5
158,掠奪者任務,0.206,9705,5280,5,1
159,掠奪者任務,0.204,7745,8720,5,8
160,掠奪者任務,0.202,-810,13440,0,15
161,掠奪者任務,0.200,7744,9168,5,10
162,掠奪者任務,0.198,9737,6432,5,5
163,掠奪者任務,0.196,2647,13440,3,9
164,掠奪者任務,0.194,8704,6384,5,2
165,掠奪者任務,0.192,-626,13456,0,11
166,掠奪者任務,0.190,7735,6816,6,5
167,掠奪者任務,0.189,9717,5712,5,3
168,掠奪者任務,0.187,2704,13472,4,10
169,掠奪者任務,0.185,1440,13440,2,13
170,掠奪者任務,0.183,9704,6656,5,2
171,掠奪者任務,0.181,7700,10608,5,3
172,掠奪者任務,0.179,-313,13440,0,10
173,掠奪者任務,0.178,8750,7024,5,8
174,掠奪者任務,0.176,-852,13440,0,14
175,掠奪者任務,0.174,10702,6496,5,2
176,掠奪者任務,0.172,9718,5776,5,3
177,掠奪者任務,0.171,7754,7536,5,7
178,掠奪者任務,0.169,9736,6144,5,4
179,掠奪者任務,0.167,9711,5952,5,2
180,掠奪者任務,0.165,8750,7408,6,6
181,掠奪者任務,0.164,8694,8832,5,2
182,掠奪者任務,0.162,9753,6096,5,6
183,掠奪者任務,0.161,666,13440,1,8
184,掠奪者任務,0.159,-553,13440,0,13
185,掠奪者任務,0.157,3645,13456,4,5
186,掠奪者任務,0.156,7726,6912,5,4
187,掠奪者任務,0.154,1591,13520,2,12
188,掠奪者任務,0.153,7719,7328,5,2
189,掠奪者任務,0.151,7772,7568,5,10
190,掠奪者任務,0.150,7734,11664,5,8
191,掠奪者任務,0.148,9716,5488,5,2
192,掠奪者任務,0.147,9707,5904,5,2
193,掠奪者任務,0.145,9726,4880,5,3
194,掠奪者任務,0.144,9756,6256,5,4
195,掠奪者任務,0.142,688,13488,1,10
196,掠奪者任務,0.141,7745,7584,5,5
197,掠奪者任務,0.139,9721,5504,5,2
198,掠奪者任務,0.138,9712,5776,5,2
199,掠奪者任務,0.137,7731,7088,5,6
200,掠奪者任務,0.135,9719,5280,5,3
201,掠奪者任務,0.134,7663,12800,5,3
202,掠奪者任務,0.133,7667,8656,5,3
203,掠奪者任務,0.131,7783,7120,5,9
204,掠奪者任務,0.130,7731,7584,5,5
205,掠奪者任務,0.129,7761,6992,5,7
206,掠奪者任務,0.127,9694,6320,5,1
207,掠奪者任務,0.126,-627,13504,0,4
208,掠奪者任務,0.125,7740,6784,5,5
209,掠奪者任務,0.124,9723,6336,6,4
210,掠奪者任務,0.122,7709,7072,5,3
211,掠奪者任務,0.121,-824,16944,0,0
212,掠奪者任務,0.120,7686,9040,5,5
213,掠奪者任務,0.119,9751,5824,5,6
214,掠奪者任務,0.118,9727,5072,5,2
215,掠奪者任務,0.116,9717,5536,5,2
216,掠奪者任務,0.115,7733,9248,5,6
217,掠奪者任務,0.114,-877,13440,0,16
218,掠奪者任務,0.113,7722,7248,5,4
219,掠奪者任務,0.112,9741,6400,5,5
220,掠奪者任務,0.111,9720,4688,5,1
221,掠奪者任務,0.110,7692,9328,5,6
222,掠奪者任務,0.108,9707,5488,5,5
223,掠奪者任務,0.107,7690,8272,5,3
224,掠奪者任務,0.106,7688,6944,5,2
225,掠奪者任務,0.105,7694,7824,5,2
226,掠奪者任務,0.104,7673,10592,5,9
227,掠奪者任務,0.103,9714,6384,5,2
228,掠奪者任務,0.102,7719,9840,5,5
229,掠奪者任務,0.101,7711,7632,5,6
230,掠奪者任務,0.100,611,13488,1,9
231,掠奪者任務,0.099,8696,7200,5,1
232,掠奪者任務,0.098,7718,7040,5,3
233,掠奪者任務,0.097,9690,5488,5,0
234,掠奪者任務,0.096,10744,6112,5,6
235,掠奪者任務,0.095,7707,12496,6,6
236,掠奪者任務,0.094,-700,13488,0,10
237,掠奪者任務,0.093,9692,5424,5,0
238,掠奪者任務,0.092,7754,10144,5,8
239,掠奪者任務,0.091,-683,13440,0,10
240,掠奪者任務,0.091,9720,4848,5,2
241,掠奪者任務,0.090,9710,5360,5,2
242,掠奪者任務,0.089,8735,6224,5,4
243,掠奪者任務,0.088,1713,13440,2,8
