Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,0.8244,6544,5,0
2,掠奪者任務,0.995,0.8434,5696,5,0
3,掠奪者任務,0.990,0.8106,6896,5,0
4,掠奪者任務,0.985,0.7401,10032,5,0
5,掠奪者任務,0.980,0.8399,5984,5,0
6,掠奪者任務,0.975,0.8251,6672,5,0
7,掠奪者任務,0.970,0.8170,6832,5,0
8,掠奪者任務,0.966,0.8010,7504,5,0
9,掠奪者任務,0.961,0.8249,6816,5,0
10,掠奪者任務,0.956,0.8537,5568,5,0
11,掠奪者任務,0.951,0.8393,6080,5,0
12,掠奪者任務,0.946,0.8209,6928,5,0
13,掠奪者任務,0.942,0.8299,6544,5,0
14,掠奪者任務,0.937,0.8063,7424,5,0
15,掠奪者任務,0.932,0.8359,6368,5,0
16,掠奪者任務,0.928,0.8299,6480,5,0
17,掠奪者任務,0.923,0.8096,7520,5,0
18,掠奪者任務,0.918,0.8297,6576,5,0
19,掠奪者任務,0.914,0.8181,6960,5,0
20,掠奪者任務,0.909,0.8384,6208,5,0
21,掠奪者任務,0.905,0.8069,7104,5,0
22,掠奪者任務,0.900,0.8431,6000,5,0
23,掠奪者任務,0.896,0.8219,6592,5,0
24,掠奪者任務,0.891,0.8186,6848,5,0
25,掠奪者任務,0.887,0.8364,6208,5,0
26,掠奪者任務,0.882,0.8347,5904,5,0
27,掠奪者任務,0.878,0.8251,6784,5,0
28,掠奪者任務,0.873,0.8286,6560,5,0
29,掠奪者任務,0.869,0.7837,8256,5,0
30,掠奪者任務,0.865,0.8326,6336,5,0
31,掠奪者任務,0.860,0.8133,6976,5,0
32,掠奪者任務,0.856,0.8326,6288,5,0
33,掠奪者任務,0.852,0.8393,6080,5,0
34,掠奪者任務,0.848,0.8506,5664,5,0
35,掠奪者任務,0.843,0.7733,9216,5,0
36,掠奪者任務,0.839,0.8343,6416,5,0
37,掠奪者任務,0.835,0.8326,6448,5,0
38,掠奪者任務,0.831,0.8010,7728,5,0
39,掠奪者任務,0.827,0.8023,7536,5,0
40,掠奪者任務,0.822,0.8298,6864,5,0
41,掠奪者任務,0.818,-0.5040,13440,0,0
