Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,1092,13440,0,32
2,掠奪者任務,0.995,7487,12752,5,30
3,掠奪者任務,0.990,655,13440,0,28
4,掠奪者任務,0.985,1280,13440,0,34
5,掠奪者任務,0.980,6247,8032,5,13
6,掠奪者任務,0.975,7125,12000,5,23
7,掠奪者任務,0.970,1299,13440,0,45
8,掠奪者任務,0.966,6844,11296,5,26
9,掠奪者任務,0.961,7071,11632,5,22
10,掠奪者任務,0.956,1679,13440,0,44
11,掠奪者任務,0.951,6027,7296,5,9
12,掠奪者任務,0.946,7215,13264,5,25
13,掠奪者任務,0.942,876,13440,0,34
14,掠奪者任務,0.937,7213,13072,5,24
15,掠奪者任務,0.932,1068,13440,0,32
16,掠奪者任務,0.928,1786,13440,2,30
17,掠奪者任務,0.923,6212,10048,5,13
18,掠奪者任務,0.918,6198,8336,5,13
19,掠奪者任務,0.914,6101,10512,5,10
20,掠奪者任務,0.909,6187,8720,5,12
21,掠奪者任務,0.905,1141,13440,0,33
22,掠奪者任務,0.900,1083,13440,0,41
