Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,0.8348,6416,5,0
2,掠奪者任務,0.995,0.7271,10704,5,0
3,掠奪者任務,0.990,0.8215,6720,5,0
4,掠奪者任務,0.985,0.8060,7168,5,0
5,掠奪者任務,0.980,0.8179,6928,5,0
6,掠奪者任務,0.975,0.8149,7152,5,0
7,掠奪者任務,0.970,0.8211,6784,5,0
8,掠奪者任務,0.966,0.8221,6672,5,0
9,掠奪者任務,0.961,0.8202,6576,5,0
10,掠奪者任務,0.956,0.8302,6464,5,0
11,掠奪者任務,0.951,0.8414,6032,5,0
12,掠奪者任務,0.946,0.8261,6736,5,0
13,掠奪者任務,0.942,0.8184,6656,5,0
14,掠奪者任務,0.937,0.8033,7424,5,0
15,掠奪者任務,0.932,0.8228,6864,5,0
16,掠奪者任務,0.928,0.8174,7104,5,0
17,掠奪者任務,0.923,0.8440,5936,5,0
18,掠奪者任務,0.918,0.8246,6224,5,0
19,掠奪者任務,0.914,0.8349,6144,5,0
20,掠奪者任務,0.909,0.8117,7136,5,0
21,掠奪者任務,0.905,0.8202,6576,5,0
22,掠奪者任務,0.900,0.8345,6048,5,0
23,掠奪者任務,0.896,0.8479,5648,5,0
24,掠奪者任務,0.891,0.8444,5872,5,0
25,掠奪者任務,0.887,0.8251,6672,5,0
26,掠奪者任務,0.882,0.8133,7312,5,0
27,掠奪者任務,0.878,0.8334,6368,5,0
28,掠奪者任務,0.873,0.8084,7328,5,0
29,掠奪者任務,0.869,0.8406,6000,5,0
30,掠奪者任務,0.865,0.7852,8368,5,0
