Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,6751,10016,5,14
2,掠奪者任務,0.995,917,13440,0,36
3,掠奪者任務,0.990,2107,13440,3,22
4,掠奪者任務,0.985,6066,6976,5,9
5,掠奪者任務,0.980,931,13440,0,37
6,掠奪者任務,0.975,6898,10512,5,17
7,掠奪者任務,0.970,6658,12656,5,12
8,掠奪者任務,0.966,6316,9840,5,15
9,掠奪者任務,0.961,6658,7984,6,11
10,掠奪者任務,0.956,6688,10768,5,13
11,掠奪者任務,0.951,6466,10016,5,18
12,掠奪者任務,0.946,2790,13440,3,37
13,掠奪者任務,0.942,1175,13440,0,34
14,掠奪者任務,0.937,1064,13440,0,41
15,掠奪者任務,0.932,473,13440,0,28
16,掠奪者任務,0.928,2816,13440,3,37
17,掠奪者任務,0.923,7027,10576,5,20
18,掠奪者任務,0.918,2076,13440,2,31
19,掠奪者任務,0.914,507,13440,0,27
20,掠奪者任務,0.909,1681,13440,1,34
21,掠奪者任務,0.905,5912,6960,5,6
22,掠奪者任務,0.900,1219,13440,0,41
23,掠奪者任務,0.896,2950,13440,3,39
24,掠奪者任務,0.891,787,13440,0,26
25,掠奪者任務,0.887,1175,13440,0,35
26,掠奪者任務,0.882,1424,13440,0,2
27,掠奪者任務,0.878,2102,13440,1,42
28,掠奪者任務,0.873,864,13440,0,28
29,掠奪者任務,0.869,1229,13440,0,35
30,掠奪者任務,0.865,1372,13440,0,45
31,掠奪者任務,0.860,1127,13440,0,40
32,掠奪者任務,0.856,675,13440,0,31
33,掠奪者任務,0.852,6871,11328,5,28
34,掠奪者任務,0.848,1613,13440,1,33
35,掠奪者任務,0.843,909,13440,0,37
36,掠奪者任務,0.839,7295,13152,5,36
37,掠奪者任務,0.835,1068,13440,0,39
38,掠奪者任務,0.831,1252,13440,0,39
39,掠奪者任務,0.827,2813,13440,4,29
40,掠奪者任務,0.822,692,13440,0,31
41,掠奪者任務,0.818,829,13440,0,33
42,掠奪者任務,0.814,2529,13440,3,31
43,掠奪者任務,0.810,6875,11776,5,27
44,掠奪者任務,0.806,1845,13440,2,32
45,掠奪者任務,0.802,949,13440,0,18
46,掠奪者任務,0.798,1287,13440,0,45
47,掠奪者任務,0.794,715,13440,0,32
48,掠奪者任務,0.790,6967,12768,5,27
49,掠奪者任務,0.786,6946,12032,5,29
50,掠奪者任務,0.782,2299,13440,2,36
51,掠奪者任務,0.778,1223,13440,0,41
52,掠奪者任務,0.774,354,13440,0,23
53,掠奪者任務,0.771,1283,13440,0,42
54,掠奪者任務,0.767,1629,13440,1,33
55,掠奪者任務,0.763,499,13440,0,27
56,掠奪者任務,0.759,6187,9904,5,14
57,掠奪者任務,0.755,3149,13440,4,34
58,掠奪者任務,0.751,800,13440,0,27
59,掠奪者任務,0.748,1007,13440,0,32
60,掠奪者任務,0.744,6520,13344,5,24
61,掠奪者任務,0.740,928,13440,0,35
62,掠奪者任務,0.737,7706,5696,5,2
63,掠奪者任務,0.733,1042,13440,0,38
64,掠奪者任務,0.729,868,13440,1,18
65,掠奪者任務,0.726,6088,9264,5,11
66,掠奪者任務,0.722,5784,7728,5,4
67,掠奪者任務,0.718,7269,12960,6,23
68,掠奪者任務,0.715,443,13440,0,19
69,掠奪者任務,0.711,8049,6688,5,8
70,掠奪者任務,0.708,2044,13440,2,32
71,掠奪者任務,0.704,6102,7952,5,11
72,掠奪者任務,0.701,414,13440,0,24
73,掠奪者任務,0.697,420,13440,0,19
74,掠奪者任務,0.694,2150,13440,4,23
75,掠奪者任務,0.690,185,13440,0,19
76,掠奪者任務,0.687,6240,12624,6,15
77,掠奪者任務,0.683,6143,10304,5,9
78,掠奪者任務,0.680,2272,13440,3,26
79,掠奪者任務,0.676,6709,12496,5,24
80,掠奪者任務,0.673,6075,9648,5,10
81,掠奪者任務,0.670,1030,13440,0,36
82,掠奪者任務,0.666,1060,13440,0,38
83,掠奪者任務,0.663,6553,9840,5,10
84,掠奪者任務,0.660,842,13440,0,16
85,掠奪者任務,0.656,2155,13440,4,24
86,掠奪者任務,0.653,5906,9008,5,5
87,掠奪者任務,0.650,1185,13440,1,23
88,掠奪者任務,0.647,6305,9184,5,14
89,掠奪者任務,0.643,6797,11648,6,15
90,掠奪者任務,0.640,925,13440,0,28
91,掠奪者任務,0.637,1304,13440,2,16
92,掠奪者任務,0.634,990,13440,0,3
93,掠奪者任務,0.631,791,13440,0,27
94,掠奪者任務,0.627,495,13440,0,20
95,掠奪者任務,0.624,6117,8384,5,10
96,掠奪者任務,0.621,2163,13440,4,23
97,掠奪者任務,0.618,1868,13440,4,18
98,掠奪者任務,0.615,1733,13440,2,26
99,掠奪者任務,0.612,6135,6736,5,10
100,掠奪者任務,0.609,6046,8672,5,11
101,掠奪者任務,0.606,6180,10880,5,14
102,掠奪者任務,0.603,6836,10272,5,15
103,掠奪者任務,0.600,6310,12336,5,17
104,掠奪者任務,0.597,912,13440,0,35
105,掠奪者任務,0.594,436,13440,0,19
106,掠奪者任務,0.591,-35,13440,0,17
